,League,Date,Home,Away,Goals_H_FT,Goals_A_FT,Result_FT,Odds_H,Odds_D,Odds_A,Pontos_H,Pontos_A,Total_Goals_FT,Over05_FT,Over15_FT,Over25_FT,Under25_FT,BTTS,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_BTTS_Home,Porc_BTTS_Away,Media_Pontos_H,Media_Pontos_A,Media_Gols_Feitos_Home,Media_Gols_Sofridos_Home,Media_Gols_Feitos_Away,Media_Gols_Sofridos_Away
972,Itália 2,10/09/2022,Parma,Ternana,2,3,A,1.57,3.75,5.5,0,3,5,1,1,1,0,1,100.0,100.0,66.66666666666666,100.0,66.66666666666666,100.0,66.66666666666666,100.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665
973,Itália 2,10/09/2022,Pisa,Reggina,0,1,A,2.1,3.3,3.2,0,3,1,1,0,0,1,0,100.0,100.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666
974,Itália 2,10/09/2022,Perugia,Ascoli,1,0,H,2.25,3.2,3.0,3,0,1,1,0,0,1,0,66.66666666666666,100.0,33.33333333333333,50.0,33.33333333333333,50.0,33.33333333333333,50.0,1.3333333333333333,1.5,0.6666666666666666,1.0,1.5,1.5
975,Itália 2,11/09/2022,Spal,Venezia,2,0,H,2.3,3.25,2.8,3,0,2,1,1,0,1,0,100.0,100.0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333
976,Itália 2,16/09/2022,Brescia,Benevento,1,0,H,2.15,3.0,3.3,3,0,1,1,0,0,1,0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,3.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333
977,Itália 2,17/09/2022,Ascoli,Parma,1,3,A,2.9,3.2,2.25,0,3,4,1,1,1,0,1,75.0,66.66666666666666,75.0,66.66666666666666,50.0,66.66666666666666,75.0,66.66666666666666,1.25,1.6666666666666667,1.0,1.25,2.0,1.3333333333333333
978,Itália 2,17/09/2022,Cagliari,Bari,0,1,A,1.8,3.4,4.2,0,3,1,1,0,0,1,0,100.0,100.0,33.33333333333333,50.0,33.33333333333333,50.0,33.33333333333333,50.0,2.0,2.5,1.0,0.6666666666666666,1.75,0.75
979,Itália 2,17/09/2022,Como,Spal,3,3,D,2.3,3.3,2.8,1,1,6,1,1,1,0,1,100.0,100.0,75.0,100.0,25.0,66.66666666666666,50.0,100.0,0.5,1.0,1.0,1.75,2.0,2.0
980,Itália 2,17/09/2022,Frosinone,Palermo,1,0,H,1.8,3.3,4.2,3,0,1,1,0,0,1,0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,0.0,33.33333333333333,3.0,0.3333333333333333,2.0,0.0,0.3333333333333333,1.6666666666666667
981,Itália 2,17/09/2022,Reggina,Cittadella,3,0,H,2.15,3.2,3.2,3,0,3,1,1,1,0,0,100.0,66.66666666666666,100.0,66.66666666666666,100.0,66.66666666666666,0.0,33.33333333333333,3.0,0.3333333333333333,3.3333333333333335,0.0,0.3333333333333333,1.6666666666666667
982,Itália 2,17/09/2022,Sudtirol,Cosenza,1,1,D,2.1,3.25,3.3,1,1,2,1,1,0,1,1,100.0,100.0,100.0,50.0,66.66666666666666,0.0,100.0,50.0,1.3333333333333333,1.25,1.3333333333333333,1.3333333333333333,0.75,0.75
983,Itália 2,17/09/2022,Venezia,Pisa,1,1,D,2.2,3.25,3.1,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,33.33333333333333,66.66666666666666,66.66666666666666,100.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335
984,Itália 2,17/09/2022,Genoa,Modena,1,0,H,1.5,3.75,6.0,3,0,1,1,0,0,1,0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,1.6666666666666667,0.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333
985,Itália 2,18/09/2022,Ternana,Perugia,1,0,H,2.4,3.25,2.75,3,0,1,1,0,0,1,0,100.0,100.0,33.33333333333333,66.66666666666666,0.0,33.33333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,0.0,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
986,Itália 2,30/09/2022,Cosenza,Como,3,1,H,2.6,3.3,2.7,3,0,4,1,1,1,0,1,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,2.0,0.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335
987,Itália 2,01/10/2022,Bari,Brescia,6,2,H,2.3,3.3,3.2,3,0,8,1,1,1,0,1,100.0,100.0,100.0,75.0,66.66666666666666,75.0,100.0,50.0,1.6666666666666667,1.5,3.0,1.6666666666666667,1.5,2.5
988,Itália 2,01/10/2022,Cagliari,Venezia,1,4,A,1.83,3.5,4.5,0,3,5,1,1,1,0,1,100.0,100.0,50.0,100.0,50.0,50.0,50.0,75.0,1.5,1.75,1.0,1.5,1.75,1.25
989,Itália 2,01/10/2022,Cittadella,Ternana,0,2,A,2.1,3.4,3.5,0,3,2,1,1,0,1,0,100.0,100.0,75.0,100.0,25.0,75.0,50.0,75.0,1.75,1.5,1.5,1.5,1.75,2.0
990,Itália 2,01/10/2022,Modena,Reggina,1,0,H,2.4,3.25,3.0,3,0,1,1,0,0,1,0,100.0,100.0,50.0,25.0,50.0,25.0,50.0,25.0,1.5,1.5,1.5,1.25,1.0,0.75
991,Itália 2,01/10/2022,Palermo,Sudtirol,0,1,A,1.85,3.4,4.5,0,3,1,1,0,0,1,0,100.0,100.0,50.0,75.0,25.0,25.0,25.0,0.0,1.5,1.5,1.25,1.0,0.75,1.5
992,Itália 2,01/10/2022,Parma,Frosinone,2,1,H,2.15,3.4,3.4,3,0,3,1,1,1,0,1,100.0,100.0,75.0,50.0,75.0,50.0,75.0,50.0,1.75,0.75,1.75,1.5,0.75,1.25
993,Itália 2,01/10/2022,Spal,Genoa,0,2,A,3.6,3.4,2.05,0,3,2,1,1,0,1,0,100.0,100.0,75.0,50.0,25.0,25.0,25.0,25.0,1.5,2.25,1.0,1.25,1.25,0.5
994,Itália 2,01/10/2022,Perugia,Pisa,1,3,A,2.15,3.3,3.5,0,3,4,1,1,1,0,1,75.0,100.0,50.0,100.0,50.0,75.0,50.0,100.0,1.0,1.0,0.75,1.5,2.0,2.0
995,Itália 2,02/10/2022,Benevento,Ascoli,1,1,D,1.9,3.6,4.0,1,1,2,1,1,0,1,1,100.0,100.0,75.0,66.66666666666666,25.0,33.33333333333333,50.0,66.66666666666666,1.0,1.3333333333333333,0.75,1.25,1.3333333333333333,1.3333333333333333
996,Itália 2,07/10/2022,Genoa,Cagliari,0,0,D,1.75,3.6,4.75,1,1,0,0,0,0,1,0,50.0,75.0,25.0,50.0,25.0,0.0,25.0,25.0,1.5,1.25,1.0,0.75,0.75,0.5
997,Itália 2,08/10/2022,Ascoli,Modena,1,2,A,2.1,3.2,3.4,0,3,3,1,1,1,0,1,80.0,100.0,80.0,50.0,60.0,50.0,80.0,50.0,1.0,0.75,1.0,1.4,0.75,1.25
998,Itália 2,08/10/2022,Brescia,Cittadella,1,1,D,1.9,3.25,4.0,1,1,2,1,1,0,1,1,100.0,75.0,75.0,75.0,25.0,50.0,50.0,50.0,2.5,0.5,1.5,0.5,0.5,1.5
999,Itália 2,08/10/2022,Pisa,Parma,0,0,D,2.8,3.1,2.5,1,1,0,0,0,0,1,0,75.0,50.0,25.0,50.0,25.0,50.0,25.0,50.0,0.5,1.5,0.5,1.0,1.5,1.0
1000,Itália 2,08/10/2022,Ternana,Palermo,3,0,H,2.2,3.25,3.2,3,0,3,1,1,1,0,0,100.0,100.0,50.0,75.0,25.0,50.0,25.0,25.0,2.5,0.25,1.5,0.25,0.25,2.0
1001,Itália 2,08/10/2022,Venezia,Bari,1,2,A,2.3,3.3,2.9,0,3,3,1,1,1,0,1,100.0,100.0,100.0,60.0,50.0,60.0,75.0,60.0,0.25,2.6,0.75,1.75,1.8,0.8
1002,Itália 2,08/10/2022,Frosinone,Spal,2,0,H,1.65,3.6,5.5,3,0,2,1,1,0,1,0,100.0,100.0,75.0,100.0,25.0,50.0,0.0,75.0,3.0,0.75,2.0,0.0,1.5,2.0
1003,Itália 2,08/10/2022,Reggina,Cosenza,3,0,H,1.65,3.5,5.5,3,0,3,1,1,1,0,0,100.0,100.0,100.0,60.0,100.0,20.0,0.0,40.0,3.0,1.0,3.25,0.0,0.6,1.2
1004,Itália 2,09/10/2022,Como,Perugia,1,0,H,2.4,3.3,2.8,3,0,1,1,0,0,1,0,100.0,100.0,60.0,50.0,20.0,25.0,40.0,25.0,1.0,0.0,1.0,1.4,0.25,1.5
1005,Itália 2,09/10/2022,Sudtirol,Benevento,1,1,D,3.0,3.0,2.45,1,1,2,1,1,0,1,1,100.0,75.0,100.0,50.0,50.0,0.0,100.0,25.0,1.25,1.25,1.25,1.25,0.75,0.5
1006,Itália 2,14/10/2022,Venezia,Frosinone,1,3,A,2.75,3.1,2.7,0,3,4,1,1,1,0,1,100.0,100.0,100.0,60.0,60.0,60.0,80.0,60.0,0.2,1.2,0.8,2.0,1.2,1.2
1007,Itália 2,15/10/2022,Benevento,Ternana,2,3,A,2.15,3.4,3.25,0,3,5,1,1,1,0,1,100.0,100.0,80.0,100.0,40.0,80.0,60.0,80.0,0.8,1.8,1.0,1.6,2.0,2.0
1008,Itália 2,15/10/2022,Cagliari,Brescia,2,1,H,1.9,3.5,3.8,3,0,3,1,1,1,0,1,100.0,100.0,60.0,80.0,60.0,80.0,60.0,60.0,1.8,1.2,1.2,1.4,1.4,2.4
1009,Itália 2,15/10/2022,Cittadella,Spal,0,0,D,2.15,3.25,3.4,1,1,0,0,0,0,1,0,80.0,80.0,60.0,80.0,20.0,40.0,40.0,60.0,1.6,0.8,1.2,1.2,1.2,1.6
1010,Itália 2,15/10/2022,Cosenza,Genoa,1,2,A,5.25,3.75,1.61,0,3,3,1,1,1,0,1,100.0,100.0,75.0,60.0,75.0,40.0,75.0,40.0,1.5,2.4,1.5,1.25,1.4,0.6
1011,Itália 2,15/10/2022,Modena,Como,5,1,H,2.05,3.3,3.5,3,0,6,1,1,1,0,1,100.0,100.0,60.0,100.0,60.0,75.0,60.0,75.0,1.8,0.25,2.2,1.2,1.0,3.0
1012,Itália 2,15/10/2022,Palermo,Pisa,3,3,D,2.25,3.4,3.0,1,1,6,1,1,1,0,1,100.0,100.0,60.0,100.0,40.0,80.0,40.0,100.0,1.4,1.0,1.6,1.4,2.2,2.2
1013,Itália 2,15/10/2022,Parma,Reggina,2,0,H,1.9,3.5,4.0,3,0,2,1,1,0,1,0,100.0,100.0,80.0,40.0,60.0,20.0,60.0,20.0,2.0,1.2,1.8,1.2,0.8,1.0
1014,Itália 2,15/10/2022,Bari,Ascoli,0,2,A,2.05,3.3,3.6,0,3,2,1,1,0,1,0,100.0,100.0,100.0,75.0,50.0,25.0,75.0,50.0,1.25,1.75,2.25,1.75,1.5,1.0
1015,Itália 2,16/10/2022,Perugia,Sudtirol,1,2,A,1.9,3.4,4.0,0,3,3,1,1,1,0,1,80.0,100.0,60.0,80.0,60.0,40.0,60.0,20.0,0.8,1.8,0.8,1.6,1.0,1.4
1016,Itália 2,22/10/2022,Brescia,Venezia,1,1,D,2.2,3.2,3.3,1,1,2,1,1,0,1,1,100.0,100.0,80.0,100.0,20.0,40.0,60.0,80.0,2.2,1.6,1.4,0.6,1.6,1.2
1017,Itália 2,22/10/2022,Como,Benevento,2,1,H,2.6,3.3,2.62,3,0,3,1,1,1,0,1,100.0,80.0,60.0,60.0,40.0,20.0,40.0,40.0,1.4,1.0,1.2,1.4,0.8,0.8
1018,Itália 2,22/10/2022,Frosinone,Bari,1,0,H,1.9,3.3,4.2,3,0,1,1,0,0,1,0,100.0,100.0,60.0,40.0,20.0,40.0,0.0,40.0,3.0,2.4,1.8,0.0,1.4,0.6
1019,Itália 2,22/10/2022,Reggina,Perugia,2,3,A,1.9,3.3,4.2,0,3,5,1,1,1,0,1,100.0,100.0,100.0,60.0,100.0,40.0,20.0,40.0,2.4,0.6,3.0,0.6,0.8,1.6
1020,Itália 2,22/10/2022,Spal,Cosenza,5,0,H,1.72,3.5,5.25,3,0,5,1,1,1,0,0,100.0,100.0,80.0,80.0,40.0,40.0,20.0,40.0,1.8,0.4,1.8,1.0,0.4,2.2
1021,Itália 2,22/10/2022,Sudtirol,Parma,1,0,H,3.0,3.2,2.4,3,0,1,1,0,0,1,0,100.0,60.0,80.0,40.0,40.0,40.0,80.0,40.0,1.6,1.2,1.2,1.0,1.2,1.0
1022,Itália 2,22/10/2022,Ternana,Genoa,1,2,A,3.75,3.4,1.9,0,3,3,1,1,1,0,1,100.0,100.0,60.0,60.0,40.0,40.0,40.0,40.0,2.0,2.4,1.4,0.6,1.4,0.6
1023,Itália 2,23/10/2022,Palermo,Cittadella,0,0,D,2.37,3.1,3.1,1,1,0,0,0,0,1,0,80.0,60.0,40.0,60.0,40.0,40.0,40.0,40.0,1.0,0.6,1.2,1.4,0.4,1.2
1024,Itália 2,23/10/2022,Pisa,Modena,4,2,H,2.1,3.3,3.5,3,0,6,1,1,1,0,1,80.0,100.0,40.0,60.0,40.0,60.0,40.0,60.0,1.0,0.6,1.2,1.2,1.0,1.8
1025,Itália 2,24/10/2022,Ascoli,Cagliari,2,1,H,2.7,3.25,2.62,3,0,3,1,1,1,0,1,80.0,80.0,80.0,60.0,60.0,20.0,80.0,40.0,1.0,1.0,1.0,1.4,0.8,0.8
1026,Itália 2,28/10/2022,Bari,Ternana,0,0,D,2.25,3.25,3.2,1,1,0,0,0,0,1,0,80.0,80.0,80.0,80.0,40.0,60.0,60.0,60.0,1.2,2.0,1.8,1.4,1.8,1.6
1027,Itália 2,29/10/2022,Benevento,Pisa,0,0,D,2.25,3.3,3.1,1,1,0,0,0,0,1,0,80.0,80.0,80.0,80.0,40.0,60.0,60.0,80.0,1.0,1.2,1.0,1.4,1.6,1.4
1028,Itália 2,29/10/2022,Cagliari,Reggina,1,1,D,2.2,3.2,3.3,1,1,2,1,1,0,1,1,100.0,100.0,60.0,40.0,40.0,0.0,60.0,20.0,1.4,0.8,1.0,1.4,0.4,1.0
1029,Itália 2,29/10/2022,Cosenza,Frosinone,1,2,A,4.33,3.3,1.85,0,3,3,1,1,1,0,1,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,1.2,1.2,1.4,1.4,1.4,1.4
1030,Itália 2,29/10/2022,Modena,Palermo,0,2,A,2.15,3.3,3.4,0,3,2,1,1,0,1,0,100.0,100.0,80.0,80.0,60.0,40.0,60.0,20.0,1.8,0.8,2.2,1.4,0.6,1.6
1031,Itália 2,29/10/2022,Parma,Como,1,0,H,1.7,4.0,4.5,3,0,1,1,0,0,1,0,100.0,100.0,60.0,80.0,40.0,60.0,40.0,60.0,2.4,0.2,1.6,0.8,0.8,2.6
1032,Itália 2,29/10/2022,Spal,Sudtirol,1,1,D,2.1,3.1,3.6,1,1,2,1,1,0,1,1,100.0,100.0,80.0,80.0,20.0,40.0,20.0,40.0,2.0,2.0,1.8,0.6,1.2,1.2
1033,Itália 2,29/10/2022,Venezia,Ascoli,0,2,A,1.95,3.5,3.8,0,3,2,1,1,0,1,0,100.0,100.0,100.0,80.0,40.0,20.0,60.0,40.0,0.2,2.0,0.6,2.0,1.6,0.8
1034,Itália 2,29/10/2022,Genoa,Brescia,1,1,D,1.53,3.8,6.5,1,1,2,1,1,0,1,1,60.0,100.0,40.0,80.0,20.0,60.0,40.0,80.0,1.4,1.4,1.0,0.8,1.6,2.0
1035,Itália 2,30/10/2022,Perugia,Cittadella,0,2,A,2.25,3.1,3.4,0,3,2,1,1,0,1,0,100.0,60.0,80.0,60.0,60.0,20.0,60.0,20.0,0.6,1.2,0.8,2.0,0.6,0.8
1036,Itália 2,05/11/2022,Benevento,Bari,1,1,D,2.62,3.2,2.75,1,1,2,1,1,0,1,1,80.0,100.0,80.0,40.0,20.0,20.0,60.0,40.0,0.6,2.0,0.8,1.4,1.0,0.6
1037,Itália 2,05/11/2022,Brescia,Ascoli,1,1,D,1.95,3.25,4.2,1,1,2,1,1,0,1,1,100.0,100.0,80.0,80.0,20.0,0.0,80.0,40.0,1.8,1.6,1.2,0.8,1.2,0.6
1038,Itália 2,05/11/2022,Cittadella,Modena,0,0,D,2.25,3.2,3.25,1,1,0,0,0,0,1,0,60.0,80.0,40.0,40.0,0.0,40.0,20.0,40.0,1.2,0.8,0.4,0.6,0.8,1.4
1039,Itália 2,05/11/2022,Pisa,Cosenza,3,1,H,1.65,3.75,5.5,3,0,4,1,1,1,0,1,80.0,100.0,40.0,100.0,40.0,60.0,40.0,60.0,1.4,0.4,1.4,1.0,0.6,2.6
1040,Itália 2,05/11/2022,Sudtirol,Cagliari,2,2,D,2.75,3.1,2.7,1,1,4,1,1,1,0,1,100.0,80.0,80.0,60.0,40.0,40.0,80.0,40.0,1.8,1.0,1.4,1.0,1.0,1.0
1041,Itália 2,05/11/2022,Ternana,Spal,0,0,D,1.85,3.5,4.2,1,1,0,0,0,0,1,0,80.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,1.6,0.8,1.2,0.6,1.0,1.4
1042,Itália 2,05/11/2022,Frosinone,Perugia,1,0,H,1.57,3.75,6.0,3,0,1,1,0,0,1,0,100.0,100.0,40.0,40.0,0.0,40.0,0.0,40.0,3.0,0.6,1.4,0.0,0.8,1.4
1043,Itália 2,05/11/2022,Palermo,Parma,1,0,H,2.7,3.2,2.7,3,0,1,1,0,0,1,0,80.0,80.0,20.0,40.0,20.0,40.0,20.0,40.0,1.6,1.0,1.0,0.8,1.2,1.2
1044,Itália 2,06/11/2022,Como,Venezia,1,0,H,2.7,3.3,2.6,3,0,1,1,0,0,1,0,100.0,100.0,60.0,80.0,40.0,20.0,40.0,60.0,2.0,1.0,1.4,1.2,1.2,1.2
1045,Itália 2,07/11/2022,Reggina,Genoa,2,1,H,3.1,3.2,2.37,3,0,3,1,1,1,0,1,100.0,100.0,100.0,80.0,100.0,60.0,40.0,60.0,2.4,1.8,2.6,0.8,1.4,1.0
1046,Itália 2,11/11/2022,Ascoli,Frosinone,0,1,A,3.0,3.1,2.37,0,3,1,1,0,0,1,0,80.0,100.0,60.0,60.0,60.0,60.0,60.0,60.0,0.8,1.8,0.8,1.4,1.4,1.0
1047,Itália 2,12/11/2022,Bari,Sudtirol,2,2,D,1.83,3.25,4.75,1,1,4,1,1,1,0,1,80.0,100.0,80.0,80.0,60.0,40.0,60.0,60.0,1.2,2.2,2.0,1.6,1.6,0.8
1048,Itália 2,12/11/2022,Cagliari,Pisa,1,1,D,2.05,3.3,3.75,1,1,2,1,1,0,1,1,100.0,80.0,80.0,80.0,40.0,40.0,80.0,80.0,1.0,1.4,1.0,1.6,1.6,1.2
1049,Itália 2,12/11/2022,Cosenza,Palermo,3,2,H,3.1,3.1,2.3,3,0,5,1,1,1,0,1,100.0,100.0,80.0,80.0,80.0,60.0,80.0,20.0,1.2,0.6,1.6,1.6,0.8,2.0
1050,Itália 2,12/11/2022,Modena,Perugia,1,1,D,2.0,3.4,3.6,1,1,2,1,1,0,1,1,100.0,100.0,80.0,40.0,40.0,20.0,60.0,40.0,1.4,0.8,1.6,1.4,0.8,1.2
1051,Itália 2,12/11/2022,Parma,Cittadella,3,1,H,2.05,3.0,3.8,3,0,4,1,1,1,0,1,100.0,80.0,80.0,80.0,60.0,40.0,60.0,40.0,2.4,1.0,2.0,1.0,0.8,1.4
1052,Itália 2,12/11/2022,Spal,Benevento,1,2,A,2.45,3.1,2.9,0,3,3,1,1,1,0,1,100.0,100.0,100.0,80.0,40.0,40.0,40.0,60.0,1.4,1.4,1.8,1.0,1.2,1.0
1053,Itália 2,12/11/2022,Venezia,Reggina,1,2,A,2.62,3.2,2.62,0,3,3,1,1,1,0,1,100.0,100.0,100.0,60.0,60.0,20.0,80.0,40.0,0.2,1.4,0.8,2.0,0.8,1.0
1054,Itália 2,12/11/2022,Ternana,Brescia,0,0,D,2.1,3.1,3.5,1,1,0,0,0,0,1,0,60.0,80.0,40.0,80.0,40.0,60.0,20.0,80.0,1.6,1.0,1.0,0.4,1.4,2.0
1055,Itália 2,13/11/2022,Genoa,Como,1,1,D,1.36,4.5,7.0,1,1,2,1,1,0,1,1,80.0,100.0,60.0,80.0,20.0,40.0,60.0,60.0,1.4,0.2,1.2,1.0,0.6,2.4
1056,Itália 2,26/11/2022,Parma,Modena,1,2,A,1.83,3.4,4.0,0,3,3,1,1,1,0,1,100.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,2.4,1.4,1.8,0.8,1.2,1.4
1057,Itália 2,26/11/2022,Pisa,Ternana,3,1,H,2.1,3.25,3.2,3,0,4,1,1,1,0,1,80.0,80.0,60.0,80.0,60.0,60.0,60.0,60.0,2.0,2.0,2.0,1.0,1.8,1.4
1058,Itália 2,27/11/2022,Reggina,Benevento,2,2,D,1.85,3.3,3.8,1,1,4,1,1,1,0,1,100.0,100.0,100.0,80.0,100.0,60.0,60.0,80.0,2.0,1.0,2.4,1.2,1.2,1.4
1059,Itália 2,27/11/2022,Brescia,Spal,2,0,H,1.85,3.3,3.8,3,0,2,1,1,0,1,0,100.0,60.0,80.0,60.0,0.0,20.0,60.0,20.0,1.8,0.6,1.2,0.6,0.6,1.4
1060,Itália 2,27/11/2022,Cittadella,Cosenza,1,1,D,1.65,3.5,5.25,1,1,2,1,1,0,1,1,60.0,100.0,40.0,100.0,0.0,60.0,20.0,60.0,1.2,0.4,0.4,0.6,0.6,2.6
1061,Itália 2,27/11/2022,Como,Bari,1,1,D,2.75,3.2,2.37,1,1,2,1,1,0,1,1,100.0,100.0,60.0,60.0,40.0,20.0,60.0,60.0,2.2,1.6,1.6,1.0,1.0,0.8
1062,Itália 2,27/11/2022,Frosinone,Cagliari,2,2,D,1.9,3.25,3.8,1,1,4,1,1,1,0,1,100.0,80.0,40.0,80.0,20.0,60.0,20.0,60.0,2.6,1.2,1.4,0.4,1.4,1.2
1063,Itália 2,27/11/2022,Perugia,Genoa,1,0,H,3.8,3.25,1.9,3,0,1,1,0,0,1,0,100.0,100.0,60.0,80.0,40.0,60.0,40.0,60.0,1.2,1.8,0.8,1.4,1.4,1.0
1064,Itália 2,27/11/2022,Sudtirol,Ascoli,2,2,D,2.3,3.1,2.9,1,1,4,1,1,1,0,1,100.0,100.0,80.0,100.0,40.0,20.0,80.0,60.0,1.4,1.8,1.4,1.2,1.6,0.8
1065,Itália 2,27/11/2022,Palermo,Venezia,0,1,A,2.3,3.2,2.87,0,3,1,1,0,0,1,0,80.0,100.0,20.0,60.0,20.0,20.0,20.0,40.0,1.0,1.4,0.8,1.0,1.2,1.0
1066,Espanha 1,12/08/2022,Osasuna,Sevilla,2,1,H,3.2,3.1,2.4,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,2.0,1.0,1.0,2.0
1067,Espanha 1,13/08/2022,Celta,Espanol,2,2,D,1.8,3.75,4.75,1,1,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,2.0,2.0,2.0,2.0
1068,Espanha 1,13/08/2022,Valladolid,Villarreal,0,3,A,3.9,3.6,1.9,0,3,3,1,1,1,0,0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0
1069,Espanha 1,13/08/2022,Barcelona,Vallecano,0,0,D,1.22,7.0,12.0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1070,Espanha 1,14/08/2022,Cadiz,Sociedad,0,1,A,3.6,3.2,2.2,0,3,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
1071,Espanha 1,14/08/2022,Valencia,Girona,1,0,H,1.85,3.4,4.5,3,0,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
1072,Espanha 1,14/08/2022,Almeria,Real Madrid,1,2,A,7.5,5.0,1.4,0,3,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0,1.0,2.0,2.0,1.0
1073,Espanha 1,15/08/2022,Ath Bilbao,Mallorca,0,0,D,1.6,3.75,6.5,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1074,Espanha 1,15/08/2022,Getafe,Ath Madrid,0,3,A,5.0,3.1,1.9,0,3,3,1,1,1,0,0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0
1075,Espanha 1,15/08/2022,Betis,Elche,3,0,H,1.44,4.5,7.0,3,0,3,1,1,1,0,0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
1076,Espanha 1,19/08/2022,Espanol,Vallecano,0,2,A,2.45,3.1,3.1,0,3,2,1,1,0,1,0,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
1077,Espanha 1,19/08/2022,Sevilla,Valladolid,1,1,D,1.5,4.2,6.5,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0
1078,Espanha 1,20/08/2022,Osasuna,Cadiz,2,0,H,1.9,3.25,4.5,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,50.0,0.0,50.0,0.0,3.0,0.0,2.0,0.5,0.0,2.0
1079,Espanha 1,20/08/2022,Mallorca,Betis,1,2,A,3.1,3.2,2.4,0,3,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0,1.0,2.0,2.0,1.0
1080,Espanha 1,20/08/2022,Celta,Real Madrid,1,4,A,4.5,4.2,1.66,0,3,5,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.5,3.0,1.5,3.0,3.0,1.0
1081,Espanha 1,21/08/2022,Ath Bilbao,Valencia,1,0,H,1.8,3.75,4.5,3,0,1,1,0,0,1,0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,1.0
1082,Espanha 1,21/08/2022,Ath Madrid,Villarreal,0,2,A,1.85,3.5,4.33,0,3,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.5,0.0
1083,Espanha 1,21/08/2022,Sociedad,Barcelona,1,4,A,3.3,3.6,2.1,0,3,5,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0,1.0,4.0,4.0,1.0
1084,Espanha 1,22/08/2022,Elche,Almeria,1,1,D,2.5,3.2,3.0,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0
