,League,Date,Home,Away,Goals_H_FT,Goals_A_FT,Result_FT,Odds_H,Odds_D,Odds_A,Pontos_H,Pontos_A,Total_Goals_FT,Over05_FT,Over15_FT,Over25_FT,Under25_FT,BTTS,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_BTTS_Home,Porc_BTTS_Away,Media_Pontos_H,Media_Pontos_A,Media_Gols_Feitos_Home,Media_Gols_Sofridos_Home,Media_Gols_Feitos_Away,Media_Gols_Sofridos_Away
664,Alemanha 2,20/08/2022,Braunschweig,Fortuna Dusseldorf,2,2,D,3.75,3.4,2.05,1,1,4,1,1,1,0,1,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333
665,Alemanha 2,21/08/2022,Greuther Furth,Kaiserslautern,1,3,A,2.0,3.6,3.75,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,0.6666666666666666,2.0,1.3333333333333333,2.0,2.5,1.5
666,Alemanha 2,21/08/2022,Hansa Rostock,St Pauli,2,0,H,2.75,3.6,2.45,3,0,2,1,1,0,1,0,100.0,100.0,66.66666666666666,100.0,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.0
667,Alemanha 2,21/08/2022,Heidenheim,Bielefeld,1,1,D,2.1,3.5,3.5,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,50.0,66.66666666666666,50.0,100.0,2.0,0.3333333333333333,2.0,0.5,1.0,1.6666666666666667
668,Alemanha 2,26/08/2022,Bielefeld,Braunschweig,4,1,H,1.95,3.6,3.8,3,0,5,1,1,1,0,1,100.0,100.0,100.0,100.0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,1.0,0.0,1.3333333333333333,2.0,0.3333333333333333,3.3333333333333335
669,Alemanha 2,26/08/2022,Fortuna Dusseldorf,Regensburg,4,0,H,1.61,4.0,5.5,3,0,4,1,1,1,0,0,100.0,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,0.0,2.3333333333333335,1.0,2.6666666666666665,1.0,1.0,1.6666666666666667
670,Alemanha 2,27/08/2022,Darmstadt,Heidenheim,2,2,D,1.8,3.8,4.33,1,1,4,1,1,1,0,1,100.0,100.0,100.0,50.0,100.0,50.0,66.66666666666666,25.0,2.3333333333333335,1.75,2.6666666666666665,1.0,1.5,0.75
671,Alemanha 2,27/08/2022,Karlsruhe,Hansa Rostock,2,0,H,2.2,3.5,3.2,3,0,2,1,1,0,1,0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,0.0,2.0,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0
672,Alemanha 2,27/08/2022,St Pauli,Paderborn,2,2,D,2.7,4.0,2.3,1,1,4,1,1,1,0,1,100.0,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333
673,Alemanha 2,27/08/2022,Nurnberg,Hamburg,0,2,A,3.1,3.5,2.25,0,3,2,1,1,0,1,0,100.0,100.0,100.0,100.0,33.33333333333333,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,1.6666666666666667,2.0,0.0
674,Alemanha 2,28/08/2022,Hannover,Greuther Furth,2,1,H,2.2,3.5,3.25,3,0,3,1,1,1,0,1,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,2.0
675,Alemanha 2,28/08/2022,Holstein Kiel,Sandhausen,1,0,H,2.1,3.8,3.2,3,0,1,1,0,0,1,0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,2.3333333333333335,0.0,2.0,0.6666666666666666,1.0,2.0
676,Alemanha 2,28/08/2022,Kaiserslautern,Magdeburg,4,4,D,1.9,4.0,3.6,1,1,8,1,1,1,0,1,100.0,100.0,75.0,100.0,75.0,100.0,75.0,66.66666666666666,1.75,1.3333333333333333,2.0,1.75,2.3333333333333335,3.0
677,Alemanha 2,02/09/2022,Braunschweig,Nurnberg,4,2,H,2.87,3.5,2.45,3,0,6,1,1,1,0,1,100.0,75.0,75.0,75.0,50.0,75.0,50.0,75.0,1.0,1.0,1.5,1.75,1.5,2.0
678,Alemanha 2,02/09/2022,Heidenheim,Fortuna Dusseldorf,2,1,H,2.62,3.4,2.7,3,0,3,1,1,1,0,1,100.0,100.0,100.0,75.0,66.66666666666666,75.0,66.66666666666666,75.0,2.3333333333333335,1.0,2.0,0.6666666666666666,1.25,1.5
679,Alemanha 2,03/09/2022,Greuther Furth,St Pauli,2,2,D,2.3,3.6,3.0,1,1,4,1,1,1,0,1,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0,0.75,0.5,1.5,2.0,1.25,2.0
680,Alemanha 2,03/09/2022,Paderborn,Magdeburg,1,0,H,1.44,5.0,6.0,3,0,1,1,0,0,1,0,100.0,100.0,75.0,75.0,75.0,75.0,50.0,50.0,3.0,1.0,4.25,1.0,1.75,2.5
681,Alemanha 2,03/09/2022,Regensburg,Holstein Kiel,0,0,D,2.37,3.6,2.75,1,1,0,0,0,0,1,0,50.0,75.0,50.0,75.0,25.0,75.0,0.0,75.0,1.25,1.25,0.5,1.5,1.5,2.5
682,Alemanha 2,03/09/2022,Hamburg,Karlsruhe,1,0,H,1.61,4.2,5.0,3,0,1,1,0,0,1,0,100.0,100.0,25.0,75.0,25.0,50.0,25.0,25.0,1.5,1.0,0.75,0.75,1.75,1.75
683,Alemanha 2,04/09/2022,Darmstadt,Bielefeld,1,1,D,1.61,4.2,5.0,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,75.0,50.0,75.0,100.0,2.0,0.5,2.25,1.0,1.0,1.5
684,Alemanha 2,04/09/2022,Hansa Rostock,Hannover,0,1,A,2.55,3.4,2.75,0,3,1,1,0,0,1,0,100.0,100.0,50.0,75.0,25.0,75.0,25.0,50.0,1.5,1.5,1.0,0.75,2.0,1.5
685,Alemanha 2,04/09/2022,Sandhausen,Kaiserslautern,0,0,D,2.62,3.4,2.7,1,1,0,0,0,0,1,0,75.0,66.66666666666666,50.0,66.66666666666666,50.0,66.66666666666666,50.0,66.66666666666666,1.75,1.6666666666666667,1.0,0.75,1.6666666666666667,1.0
686,Alemanha 2,09/09/2022,Holstein Kiel,Hamburg,2,3,A,3.6,3.75,1.9,0,3,5,1,1,1,0,1,100.0,100.0,75.0,100.0,75.0,25.0,50.0,25.0,1.75,3.0,2.0,1.25,2.25,0.5
687,Alemanha 2,09/09/2022,Nurnberg,Bielefeld,1,0,H,2.2,3.5,3.2,3,0,1,1,0,0,1,0,100.0,100.0,75.0,80.0,25.0,40.0,0.0,80.0,1.5,0.4,0.75,1.25,0.8,1.4
688,Alemanha 2,10/09/2022,Hannover,Braunschweig,1,1,D,1.72,4.0,4.5,1,1,2,1,1,0,1,1,100.0,100.0,75.0,100.0,50.0,75.0,75.0,50.0,2.0,0.25,1.5,1.0,0.5,2.75
689,Alemanha 2,10/09/2022,Karlsruhe,Heidenheim,0,0,D,2.3,3.6,2.9,1,1,0,0,0,0,1,0,75.0,80.0,75.0,40.0,50.0,40.0,50.0,20.0,1.75,1.6,1.75,1.25,1.2,0.6
690,Alemanha 2,10/09/2022,Paderborn,Regensburg,3,0,H,1.44,5.0,6.25,3,0,3,1,1,1,0,0,100.0,100.0,80.0,75.0,80.0,75.0,40.0,0.0,3.0,0.75,4.0,0.8,0.75,2.0
691,Alemanha 2,10/09/2022,Fortuna Dusseldorf,Hansa Rostock,3,1,H,1.8,3.8,4.33,3,0,4,1,1,1,0,1,100.0,100.0,100.0,75.0,100.0,50.0,75.0,25.0,2.5,0.75,2.75,1.0,0.5,2.25
692,Alemanha 2,11/09/2022,Kaiserslautern,Darmstadt,3,3,D,3.4,3.6,2.1,1,1,6,1,1,1,0,1,100.0,100.0,80.0,75.0,80.0,50.0,80.0,50.0,1.6,1.75,2.2,2.0,1.5,1.5
693,Alemanha 2,11/09/2022,Magdeburg,Greuther Furth,2,1,H,3.0,3.8,2.2,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,0.75,0.25,1.0,2.25,1.0,2.0
694,Alemanha 2,11/09/2022,St Pauli,Sandhausen,1,1,D,1.66,4.0,5.0,1,1,2,1,1,0,1,1,100.0,100.0,100.0,75.0,75.0,50.0,75.0,75.0,2.0,0.25,2.25,1.25,1.0,1.75
695,Alemanha 2,16/09/2022,Braunschweig,Karlsruhe,2,1,H,3.0,3.6,2.2,3,0,3,1,1,1,0,1,100.0,100.0,80.0,80.0,60.0,60.0,60.0,40.0,1.4,0.8,1.6,1.6,1.6,1.8
696,Alemanha 2,16/09/2022,Sandhausen,Hannover,2,3,A,2.9,3.4,2.37,0,3,5,1,1,1,0,1,80.0,100.0,60.0,80.0,60.0,80.0,60.0,60.0,1.4,1.8,1.2,1.2,2.2,1.6
697,Alemanha 2,17/09/2022,Bielefeld,Holstein Kiel,4,2,H,2.2,3.75,3.0,3,0,6,1,1,1,0,1,100.0,80.0,100.0,80.0,75.0,80.0,50.0,80.0,1.5,1.0,2.0,2.0,1.6,2.8
698,Alemanha 2,17/09/2022,Darmstadt,Nurnberg,2,0,H,1.65,4.2,4.75,3,0,2,1,1,0,1,0,100.0,80.0,100.0,80.0,60.0,60.0,60.0,60.0,2.2,0.8,2.2,0.8,1.2,2.0
699,Alemanha 2,17/09/2022,Hansa Rostock,Magdeburg,3,1,H,2.1,3.75,3.25,3,0,4,1,1,1,0,1,100.0,100.0,60.0,80.0,40.0,80.0,40.0,60.0,1.8,0.8,1.4,0.8,1.6,2.6
700,Alemanha 2,17/09/2022,Hamburg,Fortuna Dusseldorf,2,0,H,1.95,3.8,3.6,3,0,2,1,1,0,1,0,100.0,100.0,40.0,80.0,20.0,60.0,20.0,60.0,1.8,0.8,1.0,0.6,1.0,1.6
701,Alemanha 2,18/09/2022,Greuther Furth,Paderborn,2,1,H,3.2,4.0,2.05,3,0,3,1,1,1,0,1,100.0,100.0,100.0,75.0,80.0,75.0,100.0,75.0,1.2,1.0,1.6,1.8,1.25,1.5
702,Alemanha 2,18/09/2022,Heidenheim,Kaiserslautern,2,2,D,1.95,3.8,3.7,1,1,4,1,1,1,0,1,100.0,75.0,100.0,75.0,75.0,75.0,75.0,75.0,2.0,1.5,2.0,1.0,1.75,1.25
703,Alemanha 2,18/09/2022,Regensburg,St Pauli,2,0,H,3.25,3.8,2.1,3,0,2,1,1,0,1,0,60.0,100.0,60.0,100.0,20.0,60.0,0.0,60.0,1.6,0.4,0.8,1.2,1.0,2.0
704,Alemanha 2,30/09/2022,Hannover,Hamburg,1,2,A,3.6,3.5,2.0,0,3,3,1,1,1,0,1,100.0,100.0,80.0,100.0,60.0,40.0,80.0,40.0,1.6,3.0,1.4,1.2,2.2,0.6
705,Alemanha 2,30/09/2022,Paderborn,Darmstadt,1,2,A,2.25,3.75,2.9,0,3,3,1,1,1,0,1,100.0,100.0,80.0,80.0,80.0,60.0,60.0,60.0,2.4,2.0,3.2,1.2,1.6,1.4
706,Alemanha 2,01/10/2022,Fortuna Dusseldorf,Bielefeld,4,1,H,1.8,3.75,4.33,3,0,5,1,1,1,0,1,100.0,100.0,100.0,80.0,100.0,40.0,80.0,80.0,2.6,0.4,3.0,1.0,0.8,1.8
707,Alemanha 2,01/10/2022,Greuther Furth,Sandhausen,1,1,D,1.9,3.5,4.2,1,1,2,1,1,0,1,1,100.0,100.0,100.0,80.0,60.0,40.0,100.0,80.0,1.2,0.4,1.4,1.6,1.0,1.6
708,Alemanha 2,01/10/2022,Holstein Kiel,Hansa Rostock,1,1,D,2.05,3.6,3.5,1,1,2,1,1,0,1,1,100.0,100.0,80.0,80.0,60.0,40.0,60.0,40.0,1.6,0.8,1.8,1.2,0.6,2.0
709,Alemanha 2,01/10/2022,St Pauli,Heidenheim,0,0,D,2.2,3.5,3.2,1,1,0,0,0,0,1,0,80.0,60.0,80.0,40.0,60.0,40.0,60.0,20.0,1.8,1.2,1.8,1.0,1.0,0.6
710,Alemanha 2,02/10/2022,Kaiserslautern,Braunschweig,1,1,D,1.85,3.6,4.33,1,1,2,1,1,0,1,1,100.0,100.0,80.0,100.0,60.0,60.0,80.0,60.0,1.2,0.4,2.0,2.0,0.6,2.4
711,Alemanha 2,02/10/2022,Karlsruhe,Nurnberg,3,0,H,2.25,3.4,3.2,3,0,3,1,1,1,0,0,80.0,80.0,80.0,80.0,60.0,60.0,40.0,40.0,2.0,0.8,2.0,1.0,0.8,2.0
712,Alemanha 2,02/10/2022,Magdeburg,Regensburg,1,0,H,2.0,3.5,3.75,3,0,1,1,0,0,1,0,100.0,100.0,80.0,60.0,80.0,60.0,60.0,0.0,1.2,0.6,1.0,1.8,0.6,1.8
713,Alemanha 2,07/10/2022,Bielefeld,Karlsruhe,1,2,A,3.3,3.75,2.1,0,3,3,1,1,1,0,1,100.0,100.0,100.0,80.0,80.0,60.0,60.0,60.0,1.2,1.4,1.8,2.0,2.0,1.0
714,Alemanha 2,07/10/2022,Regensburg,Greuther Furth,2,2,D,3.0,3.5,2.25,1,1,4,1,1,1,0,1,60.0,100.0,60.0,100.0,40.0,80.0,20.0,80.0,1.2,0.4,0.8,1.6,1.2,2.0
715,Alemanha 2,08/10/2022,Braunschweig,St Pauli,2,1,H,3.1,3.75,2.15,3,0,3,1,1,1,0,1,100.0,100.0,80.0,100.0,80.0,60.0,80.0,60.0,2.0,0.2,2.0,1.4,0.8,2.0
716,Alemanha 2,08/10/2022,Darmstadt,Fortuna Dusseldorf,1,0,H,1.95,3.8,3.5,3,0,1,1,0,0,1,0,100.0,100.0,80.0,60.0,40.0,40.0,40.0,40.0,2.2,0.2,2.0,0.6,0.6,1.6
717,Alemanha 2,08/10/2022,Hansa Rostock,Paderborn,0,3,A,3.5,3.75,2.0,0,3,3,1,1,1,0,0,100.0,100.0,80.0,80.0,60.0,80.0,40.0,60.0,1.8,1.4,1.4,1.2,1.6,1.2
718,Alemanha 2,08/10/2022,Hamburg,Kaiserslautern,1,1,D,1.57,4.33,5.0,1,1,2,1,1,0,1,1,100.0,80.0,60.0,80.0,20.0,60.0,40.0,80.0,2.0,1.4,1.2,0.6,1.6,1.2
719,Alemanha 2,09/10/2022,Heidenheim,Hannover,2,1,H,2.1,3.6,3.2,3,0,3,1,1,1,0,1,100.0,100.0,100.0,80.0,80.0,80.0,80.0,60.0,2.2,1.8,2.0,1.0,2.2,1.6
720,Alemanha 2,09/10/2022,Nurnberg,Holstein Kiel,2,3,A,2.2,3.75,3.0,0,3,5,1,1,1,0,1,100.0,80.0,80.0,80.0,40.0,80.0,20.0,80.0,1.2,1.4,1.0,1.6,1.8,2.8
721,Alemanha 2,09/10/2022,Sandhausen,Magdeburg,1,0,H,2.4,3.6,2.7,3,0,1,1,0,0,1,0,80.0,100.0,40.0,60.0,40.0,60.0,40.0,40.0,1.4,0.2,1.0,1.0,1.0,2.4
722,Alemanha 2,14/10/2022,Greuther Furth,Hansa Rostock,2,2,D,2.2,3.4,3.3,1,1,4,1,1,1,0,1,100.0,100.0,100.0,100.0,80.0,60.0,100.0,60.0,1.2,0.4,1.6,1.8,0.8,2.4
723,Alemanha 2,14/10/2022,St Pauli,Hamburg,3,0,H,3.1,3.5,2.25,3,0,3,1,1,1,0,0,80.0,100.0,80.0,100.0,60.0,60.0,40.0,40.0,1.8,2.4,1.8,0.6,1.8,1.2
724,Alemanha 2,15/10/2022,Fortuna Dusseldorf,Nurnberg,0,1,A,1.9,3.8,3.75,0,3,1,1,0,0,1,0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,40.0,2.0,1.2,2.6,1.0,1.0,2.0
725,Alemanha 2,15/10/2022,Karlsruhe,Darmstadt,1,2,A,2.8,3.4,2.5,0,3,3,1,1,1,0,1,80.0,100.0,80.0,80.0,60.0,80.0,40.0,80.0,2.0,2.6,1.8,0.8,2.0,1.2
726,Alemanha 2,15/10/2022,Magdeburg,Braunschweig,0,2,A,2.2,3.6,3.0,0,3,2,1,1,0,1,0,100.0,100.0,80.0,100.0,60.0,40.0,40.0,60.0,1.2,1.0,0.8,1.8,1.0,1.8
727,Alemanha 2,15/10/2022,Hannover,Bielefeld,2,0,H,1.9,3.75,4.0,3,0,2,1,1,0,1,0,100.0,100.0,80.0,80.0,40.0,20.0,60.0,60.0,2.0,0.4,1.4,0.8,0.6,1.8
728,Alemanha 2,16/10/2022,Holstein Kiel,Heidenheim,3,1,H,2.45,3.5,2.87,3,0,4,1,1,1,0,1,100.0,60.0,80.0,60.0,60.0,60.0,60.0,40.0,2.0,1.2,2.0,1.0,1.2,1.0
729,Alemanha 2,16/10/2022,Kaiserslautern,Regensburg,0,3,A,1.75,3.8,4.75,0,3,3,1,1,1,0,0,100.0,100.0,80.0,60.0,60.0,60.0,60.0,0.0,0.6,0.6,1.6,2.4,0.6,1.8
730,Alemanha 2,16/10/2022,Paderborn,Sandhausen,3,0,H,1.5,4.33,6.5,3,0,3,1,1,1,0,0,100.0,100.0,80.0,80.0,80.0,40.0,40.0,60.0,2.4,0.4,3.0,0.8,0.8,1.8
731,Alemanha 2,21/10/2022,Darmstadt,Holstein Kiel,1,1,D,1.75,4.0,4.5,1,1,2,1,1,0,1,1,100.0,80.0,80.0,80.0,20.0,60.0,60.0,80.0,1.8,1.0,1.4,0.8,1.6,2.8
732,Alemanha 2,21/10/2022,Hansa Rostock,Kaiserslautern,0,2,A,2.87,3.4,2.45,0,3,2,1,1,0,1,0,100.0,80.0,80.0,80.0,40.0,40.0,20.0,60.0,1.2,1.8,1.0,1.4,1.6,0.8
733,Alemanha 2,22/10/2022,Braunschweig,Paderborn,0,0,D,3.75,3.8,1.9,1,1,0,0,0,0,1,0,80.0,80.0,80.0,60.0,80.0,60.0,80.0,40.0,2.2,1.6,2.0,1.2,1.4,0.8
734,Alemanha 2,22/10/2022,Nurnberg,Hannover,0,0,D,2.0,3.6,3.75,1,1,0,0,0,0,1,0,80.0,80.0,60.0,60.0,40.0,60.0,20.0,40.0,0.8,2.0,0.6,1.6,1.8,0.8
735,Alemanha 2,22/10/2022,Regensburg,Sandhausen,2,1,H,2.2,3.4,3.3,3,0,3,1,1,1,0,1,80.0,100.0,80.0,80.0,60.0,40.0,40.0,60.0,1.6,0.4,1.2,1.8,0.6,1.6
736,Alemanha 2,22/10/2022,Bielefeld,St Pauli,2,0,H,3.0,3.5,2.3,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,60.0,40.0,60.0,40.0,1.8,0.2,2.2,1.4,0.6,2.0
737,Alemanha 2,23/10/2022,Hamburg,Magdeburg,2,3,A,1.5,4.75,6.0,0,3,5,1,1,1,0,1,100.0,100.0,80.0,60.0,40.0,60.0,60.0,60.0,1.4,0.8,1.4,1.2,1.6,2.2
738,Alemanha 2,23/10/2022,Heidenheim,Greuther Furth,3,1,H,2.0,3.6,3.6,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,2.2,0.4,2.0,1.2,1.4,2.2
739,Alemanha 2,23/10/2022,Karlsruhe,Fortuna Dusseldorf,0,2,A,2.37,3.5,3.0,0,3,2,1,1,0,1,0,80.0,100.0,80.0,80.0,40.0,40.0,20.0,40.0,1.4,0.8,1.2,0.8,1.0,1.4
740,Alemanha 2,28/10/2022,Greuther Furth,Bielefeld,1,0,H,2.05,3.6,3.5,3,0,1,1,0,0,1,0,100.0,100.0,80.0,60.0,60.0,20.0,80.0,40.0,1.8,0.2,1.6,1.2,0.4,1.8
741,Alemanha 2,28/10/2022,Magdeburg,Heidenheim,1,1,D,2.8,3.6,2.3,1,1,2,1,1,0,1,1,100.0,60.0,80.0,60.0,40.0,40.0,40.0,60.0,1.4,0.8,0.8,1.6,0.8,1.2
742,Alemanha 2,29/10/2022,Holstein Kiel,Fortuna Dusseldorf,1,2,A,2.5,3.6,2.7,0,3,3,1,1,1,0,1,100.0,100.0,80.0,80.0,60.0,40.0,80.0,40.0,1.4,1.2,1.6,1.4,1.0,1.2
743,Alemanha 2,29/10/2022,Kaiserslautern,Nurnberg,0,0,D,2.25,3.5,3.1,1,1,0,0,0,0,1,0,80.0,80.0,80.0,60.0,60.0,40.0,60.0,20.0,0.8,0.8,1.6,2.2,0.6,1.8
744,Alemanha 2,29/10/2022,Regensburg,Hansa Rostock,0,3,A,2.25,3.4,3.2,0,3,3,1,1,1,0,0,80.0,100.0,80.0,100.0,60.0,60.0,40.0,60.0,1.6,1.0,1.2,1.2,1.4,1.6
745,Alemanha 2,29/10/2022,St Pauli,Darmstadt,1,1,D,2.6,3.5,2.6,1,1,2,1,1,0,1,1,80.0,100.0,80.0,100.0,40.0,80.0,60.0,100.0,1.4,2.2,1.4,0.8,2.0,1.4
746,Alemanha 2,30/10/2022,Hannover,Karlsruhe,1,0,H,2.4,3.5,2.87,3,0,1,1,0,0,1,0,100.0,100.0,80.0,60.0,40.0,60.0,60.0,40.0,2.0,1.2,1.4,0.8,1.8,1.0
747,Alemanha 2,30/10/2022,Paderborn,Hamburg,2,3,A,2.25,3.8,2.9,0,3,5,1,1,1,0,1,100.0,100.0,80.0,100.0,80.0,80.0,40.0,60.0,1.8,2.4,2.0,1.0,2.0,1.6
748,Alemanha 2,30/10/2022,Sandhausen,Braunschweig,2,2,D,2.75,3.25,2.62,1,1,4,1,1,1,0,1,80.0,100.0,60.0,100.0,60.0,40.0,60.0,80.0,1.0,1.2,1.2,1.4,1.4,1.6
749,Alemanha 2,04/11/2022,Darmstadt,Hannover,1,0,H,1.7,3.75,5.0,3,0,1,1,0,0,1,0,100.0,80.0,60.0,40.0,0.0,40.0,40.0,40.0,2.2,1.4,1.2,0.4,1.0,1.0
750,Alemanha 2,04/11/2022,Hansa Rostock,Sandhausen,0,1,A,1.9,3.5,4.0,0,3,1,1,0,0,1,0,100.0,100.0,60.0,80.0,40.0,40.0,20.0,60.0,0.6,1.0,0.6,1.6,0.8,1.4
751,Alemanha 2,05/11/2022,Fortuna Dusseldorf,St Pauli,1,0,H,2.05,3.6,3.4,3,0,1,1,0,0,1,0,100.0,100.0,60.0,80.0,60.0,40.0,40.0,40.0,2.4,0.2,2.4,0.6,0.6,1.8
752,Alemanha 2,05/11/2022,Heidenheim,Paderborn,3,0,H,2.8,3.4,2.5,3,0,3,1,1,1,0,0,100.0,80.0,100.0,80.0,100.0,80.0,80.0,40.0,2.6,1.0,2.4,1.0,1.2,1.4
753,Alemanha 2,05/11/2022,Karlsruhe,Holstein Kiel,1,4,A,2.15,3.75,3.3,0,3,5,1,1,1,0,1,80.0,80.0,80.0,80.0,60.0,60.0,40.0,80.0,0.8,1.6,1.0,1.6,2.0,1.6
754,Alemanha 2,05/11/2022,Bielefeld,Kaiserslautern,2,3,A,2.8,3.4,2.55,0,3,5,1,1,1,0,1,100.0,80.0,100.0,80.0,80.0,40.0,80.0,60.0,1.8,1.8,2.6,1.6,1.6,1.0
755,Alemanha 2,06/11/2022,Braunschweig,Greuther Furth,0,1,A,2.62,3.3,2.62,0,3,1,1,0,0,1,0,80.0,100.0,60.0,80.0,60.0,80.0,60.0,80.0,2.0,0.8,1.6,1.0,1.2,1.8
756,Alemanha 2,06/11/2022,Hamburg,Regensburg,3,1,H,1.4,4.75,7.5,3,0,4,1,1,1,0,1,100.0,100.0,80.0,80.0,40.0,80.0,60.0,20.0,2.0,0.6,1.8,1.0,0.8,2.2
757,Alemanha 2,06/11/2022,Nurnberg,Magdeburg,1,2,A,1.9,3.5,4.2,0,3,3,1,1,1,0,1,80.0,100.0,60.0,60.0,40.0,60.0,40.0,60.0,0.8,1.2,0.8,1.4,1.2,1.6
758,Alemanha 2,08/11/2022,Hannover,Fortuna Dusseldorf,2,0,H,2.62,3.5,2.6,3,0,2,1,1,0,1,0,100.0,100.0,80.0,80.0,20.0,20.0,40.0,20.0,2.0,1.2,1.4,0.6,0.8,1.2
759,Alemanha 2,08/11/2022,Kaiserslautern,Karlsruhe,2,0,H,2.25,3.5,3.1,3,0,2,1,1,0,1,0,80.0,100.0,80.0,60.0,40.0,40.0,40.0,40.0,1.2,0.6,1.2,1.4,0.6,1.4
760,Alemanha 2,08/11/2022,Paderborn,Bielefeld,0,2,A,1.5,4.75,5.75,0,3,2,1,1,0,1,0,100.0,100.0,100.0,60.0,80.0,20.0,40.0,20.0,1.2,0.6,1.8,1.4,0.6,1.6
761,Alemanha 2,08/11/2022,St Pauli,Holstein Kiel,0,0,D,2.15,3.5,3.3,1,1,0,0,0,0,1,0,60.0,80.0,60.0,80.0,20.0,60.0,40.0,80.0,1.4,1.6,1.0,0.4,2.0,1.6
762,Alemanha 2,09/11/2022,Greuther Furth,Hamburg,1,0,H,3.4,3.6,2.1,3,0,1,1,0,0,1,0,100.0,100.0,60.0,80.0,40.0,80.0,60.0,60.0,2.2,1.8,1.4,0.8,1.6,1.8
763,Alemanha 2,09/11/2022,Hansa Rostock,Nurnberg,1,1,D,2.4,3.4,2.9,1,1,2,1,1,0,1,1,100.0,80.0,80.0,60.0,40.0,20.0,40.0,20.0,0.8,1.0,0.8,1.6,0.4,1.2
764,Alemanha 2,09/11/2022,Regensburg,Braunschweig,1,1,D,2.4,3.4,2.9,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,60.0,20.0,60.0,80.0,1.6,1.4,1.4,1.4,1.4,1.0
765,Alemanha 2,09/11/2022,Sandhausen,Heidenheim,3,4,A,3.6,3.4,2.1,0,3,7,1,1,1,0,1,80.0,60.0,60.0,60.0,60.0,40.0,60.0,60.0,1.0,1.2,1.6,1.8,1.2,1.4
766,Alemanha 2,10/11/2022,Magdeburg,Darmstadt,0,1,A,3.3,3.6,2.1,0,3,1,1,0,0,1,0,100.0,100.0,60.0,80.0,20.0,60.0,40.0,80.0,1.4,2.2,0.8,1.0,1.8,1.2
767,Alemanha 2,11/11/2022,Fortuna Dusseldorf,Kaiserslautern,1,2,A,1.9,3.5,4.2,0,3,3,1,1,1,0,1,100.0,100.0,60.0,100.0,60.0,60.0,60.0,80.0,1.8,2.2,1.8,1.0,2.0,1.2
768,Alemanha 2,11/11/2022,Holstein Kiel,Hannover,1,1,D,1.9,3.8,3.75,1,1,2,1,1,0,1,1,100.0,80.0,100.0,60.0,60.0,40.0,100.0,60.0,1.0,1.0,1.6,1.6,1.0,1.2
769,Alemanha 2,12/11/2022,Hamburg,Sandhausen,4,2,H,1.4,5.25,7.0,3,0,6,1,1,1,0,1,100.0,100.0,100.0,80.0,60.0,60.0,80.0,60.0,2.0,0.8,2.4,1.4,1.0,2.0
770,Alemanha 2,12/11/2022,Heidenheim,Regensburg,5,4,H,1.7,4.0,4.75,3,0,9,1,1,1,0,1,100.0,100.0,100.0,80.0,100.0,80.0,80.0,40.0,2.6,0.6,3.0,1.6,1.6,2.4
771,Alemanha 2,12/11/2022,Karlsruhe,St Pauli,4,4,D,2.45,3.5,2.8,1,1,8,1,1,1,0,1,100.0,100.0,100.0,80.0,80.0,40.0,60.0,40.0,0.8,0.2,1.8,2.4,1.0,2.2
772,Alemanha 2,12/11/2022,Braunschweig,Hansa Rostock,0,1,A,2.45,3.4,2.8,0,3,1,1,0,0,1,0,80.0,100.0,40.0,80.0,40.0,60.0,40.0,60.0,1.4,1.6,0.8,0.8,1.6,1.2
